NAME,,,DETAILED_INFO,,,,,MUSCLE_GROUPS,,,,,,,,,,,,,,,,,,
Name,CATEGORY_GARMIN,NAME_GARMIN,FOUND,IMAGE,URL,DIFFICULTY,DESCRIPTION,,ABDUCTORS,ABS,ADDDUCTORS,ADDUCTORS,BICEPS,CALVES,CHEST,FOREARM,GLUTES,HAMSTRINGS,HIPS,LATS,LOWER_BACK,OBLIQUES,QUADS,SHOULDERS,TRAPS,TRICEPS
The Hundred,CORE,THE_HUNDRED,TRUE,,https://connect.garmin.com/modern/exercises/CORE/THE_HUNDRED,Intermediate,"This is a fundamental move of Pilates practice. It warms up the body, promotes circulation, and strengthens the core. The hundred helps build a foundation of strength to perform the more advanced abdominal exercises.",0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0
Criss Cross (with weights),CORE,WEIGHTED_CRISS_CROSS,TRUE,,https://connect.garmin.com/modern/exercises/CORE/WEIGHTED_CRISS_CROSS,Beginner,,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2
Double-leg Stretch (with weights),CORE,WEIGHTED_DOUBLE_LEG_STRETCH,TRUE,,https://connect.garmin.com/modern/exercises/CORE/WEIGHTED_DOUBLE_LEG_STRETCH,Beginner,,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
The Hundred (with weight),CORE,WEIGHTED_THE_HUNDRED,TRUE,,https://connect.garmin.com/modern/exercises/CORE/WEIGHTED_THE_HUNDRED,Beginner,,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2
Arm Rotations,FLYE,ARM_ROTATIONS,TRUE,,https://connect.garmin.com/modern/exercises/FLYE/ARM_ROTATIONS,Beginner,"This exercise helps improve stability by targeting specific areas of the body, one at time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Hug a Tree,FLYE,HUG_A_TREE,TRUE,,https://connect.garmin.com/modern/exercises/FLYE/HUG_A_TREE,Beginner,"This exercise helps improve stability by targeting specific areas of the body, one at time.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
Clams,HIP_RAISE,CLAMS,TRUE,,https://connect.garmin.com/modern/exercises/HIP_RAISE/CLAMS,Beginner,The side-leg series challenges you to keep a balanced and neutral pelvis while on your side and fighting gravity.,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Leg Circles,HIP_RAISE,LEG_CIRCLES,TRUE,,https://connect.garmin.com/modern/exercises/HIP_RAISE/LEG_CIRCLES,Beginner,The side-leg series challenges you to keep a balanced and neutral pelvis while on your side and fighting gravity.,0,1,1,0,0,0,0,0,0,2,0,1,0,2,2,2,0,0,0
Leg Lift,HIP_RAISE,LEG_LIFT,TRUE,,https://connect.garmin.com/modern/exercises/HIP_RAISE/LEG_LIFT,Beginner,The side-leg series challenges you to keep a balanced and neutral pelvis while on your side and fighting gravity.,0,0,2,0,1,0,0,0,0,1,2,1,0,2,2,2,0,0,0
Leg Lift in External Rotation,HIP_RAISE,LEG_LIFT_IN_EXTERNAL_ROTATION,TRUE,,https://connect.garmin.com/modern/exercises/HIP_RAISE/LEG_LIFT_IN_EXTERNAL_ROTATION,Beginner,The side-leg series challenges you to keep a balanced and neutral pelvis while on your side and fighting gravity.,0,1,2,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0
Arm Circles,LATERAL_RAISE,ARM_CIRCLES,TRUE,,https://connect.garmin.com/modern/exercises/LATERAL_RAISE/ARM_CIRCLES,Beginner,Arm circles are a great dynamic warm-up exercise to help prepare the body for a workout. They also increase multi-planar stability in the core and shoulders.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Shaving the Head,LATERAL_RAISE,SHAVING_THE_HEAD,TRUE,,https://connect.garmin.com/modern/exercises/LATERAL_RAISE/SHAVING_THE_HEAD,Intermediate,"This exercise helps improve stability by targeting specific areas of the body, one at time.",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2
Bridge with Glute Lower Lift,PLANK,BRIDGE_WITH_GLUTE_LOWER_LIFT,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/BRIDGE_WITH_GLUTE_LOWER_LIFT,Beginner,Isolating the glutes while releasing the hip flexors can help relieve back pain as well as improve leg function.,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0
Bridge: One-leg Bridge,PLANK,BRIDGE_ONE_LEG_BRIDGE,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/BRIDGE_ONE_LEG_BRIDGE,Beginner,This exercise stretches and strengthens the muscles around the 26 vertebrae of the spine.,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
Plank (with Arm Variations),PLANK,PLANK_WITH_ARM_VARIATIONS,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/PLANK_WITH_ARM_VARIATIONS,Intermediate,This exercise emphasizes full-body strength.,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,2,1,0,0
Plank with Leg Lift,PLANK,PLANK_WITH_LEG_LIFT,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/PLANK_WITH_LEG_LIFT,Advanced,This exercise emphasizes full-body strength while adding an extra challenge of balance.,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0
Reverse Plank (with Leg Pull),PLANK,REVERSE_PLANK_WITH_LEG_PULL,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/REVERSE_PLANK_WITH_LEG_PULL,Intermediate,This exercise strengthens the back side of the body while stretching the front of the body.,0,0,1,0,0,0,0,0,0,1,2,0,0,1,1,2,2,0,2
Plank,PLANK,PLANK,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/PLANK,Beginner,The plank is a basic bodyweight exercise that strengthens the core as well as the upper and lower body muscle groups. This isometric training exercise builds a full-body foundation while also improving joint stability.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Side Plank,PLANK,SIDE_PLANK,TRUE,,https://connect.garmin.com/modern/exercises/PLANK/SIDE_PLANK,Intermediate,"This exercise builds strength by fighting against gravity, which adds an extra balance challenge.",0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,2,0,0
"Pilates Plie Squats (Parallel, Turned Out, Flat, and Heels)",SQUAT,PILATES_PLIE_SQUATS_PARALLEL_TURNED_OUT_FLAT_AND_HEELS,TRUE,,https://connect.garmin.com/modern/exercises/SQUAT/PILATES_PLIE_SQUATS_PARALLEL_TURNED_OUT_FLAT_AND_HEELS,Intermediate,Pilates squat variations mimic foot work that is done on Pilates equipment. This move keeps the torso controlled and stable while constantly changing the position of the legs and feet.,0,2,0,0,2,0,2,0,0,1,1,1,0,0,0,1,0,0,0
"Releve, Straight-leg and Knee Bent (with One-leg Variation)",SQUAT,RELEVE_STRAIGHT_LEG_AND_KNEE_BENT_WITH_ONE_LEG_VARIATION,TRUE,,https://connect.garmin.com/modern/exercises/SQUAT/RELEVE_STRAIGHT_LEG_AND_KNEE_BENT_WITH_ONE_LEG_VARIATION,Beginner,"This is a balance exercise that begins with the feet, since they can be overlooked in many workouts. Feet are the foundation of stability in Pilates practice.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Triceps Press,TRICEPS_EXTENSION,TRICEPS_PRESS,TRUE,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/TRICEPS_PRESS,Intermediate,This exercise is designed to strengthen the triceps and open the chest.,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Pilates Pushup,PUSH_UP,PILATES_PUSHUP,TRUE,,https://connect.garmin.com/modern/exercises/PUSH_UP/PILATES_PUSHUP,Intermediate,The Pilates pushup builds strength and stamina.,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1
Cobra,HYPEREXTENSION,COBRA,TRUE,,https://connect.garmin.com/modern/exercises/HYPEREXTENSION/COBRA,Beginner,This exercise improves posture and counterbalances the tendency of the torso to curl forward.,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2
